PARAMETER ASSIGNMENT,SIGN,O-MSB,O-LSB,WORD,SUBF,SUPF,UNIT,OUT RANGE,OUT RES,ACCURACY
SPOILER POSITION NO. 3,,12,1,155,0,0,DEG,0 to 33,0.06875084,+/-30 MIN
SPOILER POSITION NO. 3,,12,1,219,0,0,DEG,0 to 33,0.06875084,+/-30 MIN
SPOILER POSITION NO. 3,,12,1,283,0,0,DEG,0 to 33,0.06875084,+/-30 MIN
SPOILER POSITION NO. 3,,12,1,347,0,0,DEG,0 to 33,0.06875084,+/-30 MIN
SPOILER POSITION NO. 3,,12,1,411,0,0,DEG,0 to 33,0.06875084,+/-30 MIN
SPOILER POSITION NO. 3,,12,1,475,0,0,DEG,0 to 33,0.06875084,+/-30 MIN
SPOILER POSITION NO. 10,S,12,1,32,0,0,DEG,0 TO -33,0.06875084,+/-30 MIN
SPOILER POSITION NO. 10,S,12,1,96,0,0,DEG,0 TO -33,0.06875084,+/-30 MIN
SPOILER POSITION NO. 10,S,12,1,160,0,0,DEG,0 TO -33,0.06875084,+/-30 MIN
SPOILER POSITION NO. 10,S,12,1,224,0,0,DEG,0 TO -33,0.06875084,+/-30 MIN
SPOILER POSITION NO. 10,S,12,1,288,0,0,DEG,0 TO -33,0.06875084,+/-30 MIN
SPOILER POSITION NO. 10,S,12,1,352,0,0,DEG,0 TO -33,0.06875084,+/-30 MIN
SPOILER POSITION NO. 10,S,12,1,416,0,0,DEG,0 TO -33,0.06875084,+/-30 MIN
SPOILER POSITION NO. 10,S,12,1,480,0,0,DEG,0 TO -33,0.06875084,+/-30 MIN
RUD POS,S,12,1,37,0,0,DEG,+/-29,0.06519,+/-25MIN
RUD POS,S,12,1,101,0,0,DEG,+/-29,0.06519,+/-25MIN
RUD POS,S,12,1,165,0,0,DEG,+/-29,0.06519,+/-25MIN
RUD POS,S,12,1,229,0,0,DEG,+/-29,0.06519,+/-25MIN
RUD POS,S,12,1,293,0,0,DEG,+/-29,0.06519,+/-25MIN
RUD POS,S,12,1,357,0,0,DEG,+/-29,0.06519,+/-25MIN
RUD POS,S,12,1,421,0,0,DEG,+/-29,0.06519,+/-25MIN
RUD POS,S,12,1,485,0,0,DEG,+/-29,0.06519,+/-25MIN
BRAKE PRESS ALT-LT,S,12,3,122,0,0,PSI,3300 TO -165,3.387096774,+/-1.25%
BRAKE PRESS ALT-LT,S,12,3,378,0,0,PSI,3300 TO -165,3.387096774,+/-1.25%
BRAKE PRESS ALT-RT,S,12,3,250,0,0,PSI,3300 TO -165,3.387096774,+/-1.25%
BRAKE PRESS ALT-RT,S,12,3,506,0,0,PSI,3300 TO -165,3.387096774,+/-1.25%
BRAKE PRESS MAIN-LT,S,12,3,58,0,0,PSI,3300 TO -165,3.387096774,+/-1.25%
BRAKE PRESS MAIN-LT,S,12,3,314,0,0,PSI,3300 TO -165,3.387096774,+/-1.25%
BRAKE PRESS MAIN-RT,S,12,3,186,0,0,PSI,3300 TO -165,3.387096774,+/-1.25%
BRAKE PRESS MAIN-RT,S,12,3,442,0,0,PSI,3300 TO -165,3.387096774,+/-1.25%
STBY HYD OIL PRESSURE,S,12,2,200,0,0,PSI,(-8185)-32589,19.9095,+/-1.84% Vratio
RUD PEDAL FORCE,S,12,1,40,0,0,LBS,+/- 165,0.5952,+/- 3.5%
RUD PEDAL FORCE,S,12,1,104,0,0,LBS,+/- 165,0.5952,+/- 3.5%
RUD PEDAL FORCE,S,12,1,168,0,0,LBS,+/- 165,0.5952,+/- 3.5%
RUD PEDAL FORCE,S,12,1,232,0,0,LBS,+/- 165,0.5952,+/- 3.5%
RUD PEDAL FORCE,S,12,1,296,0,0,LBS,+/- 165,0.5952,+/- 3.5%
RUD PEDAL FORCE,S,12,1,360,0,0,LBS,+/- 165,0.5952,+/- 3.5%
RUD PEDAL FORCE,S,12,1,424,0,0,LBS,+/- 165,0.5952,+/- 3.5%
RUD PEDAL FORCE,S,12,1,488,0,0,LBS,+/- 165,0.5952,+/- 3.5%
RESERVED ACVR #2,,12,1,456,2,0,,0,0,
SPARE FMC01 057 17-16,2,1,350,4,0,TBD,TBD,,,
SPARE FMC01 057 12-11,2,1,94,4,0,TBD,TBD,,,
EGPWS BIT 23,2,2,474,0,0,TBD,TBD,,,
EGPWS BIT 22,1,1,474,0,0,TBD,TBD,,,
SPARE ADR 270 29,2,2,238,0,0,NA,NA,,,
SPARE ADR 270 21,2,2,494,0,0,NA,NA,,,
SPARE ADR 270 12,2,2,57,2,0,NA,NA,,,
SPARE ADR 270 12,2,2,57,4,0,NA,NA,,,
FMC MAP CHAR 3,8,2,499,1,4,ISO #5 CODE,ISO #5 CODE,,,
FMC MAP CHAR 3,8,2,499,1,12,ISO #5 CODE,ISO #5 CODE,,,
FMC MAP CHAR 2,8,2,499,1,13,ISO #5 CODE,ISO #5 CODE,,,
FMC MAP CHAR 2,8,2,499,1,5,ISO #5 CODE,ISO #5 CODE,,,
FMC MAP CHAR 1,8,2,499,1,6,ISO #5 CODE,ISO #5 CODE,,,
FMC MAP CHAR 1,8,2,499,1,14,ISO #5 CODE,ISO #5 CODE,,,
FMC MAP CHAR 6,8,2,499,1,1,ISO #5 CODE,ISO #5 CODE,,,
FMC MAP CHAR 6,8,2,499,1,9,ISO #5 CODE,ISO #5 CODE,,,
FMC MAP CHAR 5,8,2,499,1,2,ISO #5 CODE,ISO #5 CODE,,,
FMC MAP CHAR 5,8,2,499,1,10,ISO #5 CODE,ISO #5 CODE,,,
FMC MAP CHAR 4,8,2,499,1,3,ISO #5 CODE,ISO #5 CODE,,,
FMC MAP CHAR 4,8,2,499,1,11,ISO #5 CODE,ISO #5 CODE,,,
PROV SPARE - FMC MAP CHAR 8,8,2,499,1,7,TBD,TBD,,,
PROV SPARE - FMC MAP CHAR 7,8,2,499,1,8,TBD,TBD,,,
AUTO SLAT ENABLE - RT,11,11,453,0,0,ENABLE,ENABLE,,,
ORIGIN CHARACTER #3,7,1,61,3,8,CODED,CODED,,,
ORIGIN CHARACTER #2,7,1,61,3,9,CODED,CODED,,,
ORIGIN CHARACTER #1,7,1,61,3,10,CODED,CODED,,,
DESTINATION CHAR #1,7,1,61,3,14,CODED,CODED,,,
ORIGIN CHARACTER #4,7,1,61,3,7,CODED,CODED,,,
DESTINATION CHAR #4,7,1,61,3,11,CODED,CODED,,,
DESTINATION CHAR #3,7,1,61,3,12,CODED,CODED,,,
DESTINATION CHAR #2,7,1,61,3,13,CODED,CODED,,,
FLT NUMBER CHAR #2,7,1,256,2,7,CODED,CODED,,,
FLT NUMBER CHAR #1,7,1,256,2,6,CODED,CODED,,,
FLT NUMBER CHAR #4,7,1,496,3,1,CODED,CODED,,,
FLT NUMBER CHAR #3,7,1,256,2,8,CODED,CODED,,,
FLT NUMBER CHAR #6,7,1,496,3,3,CODED,CODED,,,
FLT NUMBER CHAR #5,7,1,496,3,2,CODED,CODED,,,
FLT NUMBER CHAR #8,7,1,496,3,5,CODED,CODED,,,
FLT NUMBER CHAR #7,7,1,496,3,4,CODED,CODED,,,
N1 LIMIT MODE,4,1,481,0,0,CODED,CODED,,,
CN1 ACCELEROMETER SOURCE,3,2,62,0,0,CODED,CODED,,,
CN1 ACCELEROMETER SOURCE,3,2,318,0,0,CODED,CODED,,,
CN2 ACCELEROMETER SOURCE,3,2,63,0,0,CODED,CODED,,,
CN2 ACCELEROMETER SOURCE,3,2,319,0,0,CODED,CODED,,,
TN1 ACCELEROMETER SOURCE,3,2,320,0,0,CODED,CODED,,,
TN1 ACCELEROMETER SOURCE,3,2,64,0,0,CODED,CODED,,,
TN2 ACCELEROMETER SOURCE,3,2,321,0,0,CODED,CODED,,,
TN2 ACCELEROMETER SOURCE,3,2,65,0,0,CODED,CODED,,,
FAN IMB ACCEL SOURCE - R,3,2,342,0,0,CODED,CODED,,,
FAN IMB ACCEL SOURCE - L,3,2,86,0,0,CODED,CODED,,,
LPT IMB ACCEL SOURCE - L,3,2,214,0,0,CODED,CODED,,,
LPT IMB ACCEL SOURCE - R,3,2,470,0,0,CODED,CODED,,,
RAAS BIT 29,12,12,384,0,0,CODED,CODED,,,
RAAS - MSD - BITS 28-17,12,1,385,0,0,CODED,CODED,,,
RAAS - LSD - BITS 16-9,11,4,384,0,0,CODED,CODED,,,
PRE WINDSHEAR,2,1,21,0,0,CODED,CODED,,,
PRE WINDSHEAR,2,1,277,0,0,CODED,CODED,,,
ILS/MLS/GLS MODE SEL - L,8,5,246,0,0,CODED,CODED,,,
MLS ANTENNA SOURCE - L,2,1,225,2,0,CODED,CODED,,,
DATA BROADCAST MODE - L,12,11,220,0,0,CODED,CODED,,,
GNSS MODE - L,10,9,220,0,0,CODED,CODED,,,
GLS MODE - L,8,7,220,0,0,CODED,CODED,,,
MLS MODE - L,6,5,220,0,0,CODED,CODED,,,
ILS MODE - MMR-L,4,3,220,0,0,CODED,CODED,,,
N1 LIMIT MODE CMD,7,5,481,0,0,CODED,CODED,,,
ILS/MLS/GLS MODE SEL - R,8,5,502,0,0,CODED,CODED,,,
MLS ANTENNA SOURCE - R,2,1,225,4,0,CODED,CODED,,,
DATA BROADCAST MODE - R,12,11,476,0,0,CODED,CODED,,,
GNSS MODE - R,10,9,476,0,0,CODED,CODED,,,
GLS MODE - R,8,7,476,0,0,CODED,CODED,,,
MLS MODE - R,6,5,476,0,0,CODED,CODED,,,
ILS MODE - R,4,3,476,0,0,CODED,CODED,,,
AIRPLANE TYPE - SMYDC,8,6,456,1,7,CODED,CODED,,,
FMC SELECTED PRIMARY NAV SOURCE,12,5,284,0,0,CODED,CODED,,,
DME DISPLAY BIT - R,2,2,443,0,0,CODED,CODED,,,
DME MODE BIT 13 - R,2,2,442,0,0,CODED,CODED,,,
DME MODE BIT 12 - R,1,1,442,0,0,CODED,CODED,,,
DME MODE BIT 11 - R,1,1,443,0,0,CODED,CODED,,,
LIGHT OFF REF/STATUS #2,2,1,313,3,0,CODED,CODED,,,
STALL MODE STATUS #2,4,3,350,4,0,CODED,CODED,,,
ENGINE PANEL MODE #2,4,1,350,3,0,CODED,CODED,,,
SPEED REG #2,7,4,381,2,0,CODED,CODED,,,
SPEED REG #2,7,4,381,4,0,CODED,CODED,,,
LIGHT OFF REF/STATUS #1,2,1,57,3,0,CODED,CODED,,,
STALL MODE STATUS #1,4,3,94,4,0,CODED,CODED,,,
ENGINE PANEL MODE #1,4,1,94,3,0,CODED,CODED,,,
SPEED REG #1,7,4,125,2,0,CODED,CODED,,,
SPEED REG #1,7,4,125,4,0,CODED,CODED,,,
LOB DU FORMAT,12,7,197,1,0,CODED,CODED,,,
LIB DU FORMAT,6,1,197,1,0,CODED,CODED,,,
CU DU FORMAT,12,7,197,2,0,CODED,CODED,,,
CU DU FORMAT,12,7,197,4,0,CODED,CODED,,,
ROB DU FORMAT,12,7,197,3,0,CODED,CODED,,,
RIB DU FORMAT,6,1,197,3,0,CODED,CODED,,,
CL DU FORMAT,6,1,197,2,0,CODED,CODED,,,
ENG A/P TYPE CODE #1,12,10,256,2,1,CODED,CODED,,,
N1 TRIM #1,12,10,496,2,0,CODED,CODED,,,
ENGINE RATING #1,4,1,256,2,1,CODED,CODED,,,
RANGE SELECT F/O,12,4,225,4,0,CODED,CODED,,,
RANGE SELECT CAPT,12,4,225,2,0,CODED,CODED,,,
ENG A/P TYPE CODE #2,12,10,256,2,2,CODED,CODED,,,
N1 TRIM #2,9,7,496,2,0,CODED,CODED,,,
ENGINE RATING #2,4,1,256,2,2,CODED,CODED,,,
ENG POSITION CODE #1,2,1,257,4,8,CODED,CODED,,,
DISPLAYED APP SOURCE - F/O,3,1,502,0,0,CODED,CODED,,,
DISPLAYED APP SOURCE - CAPT,3,1,246,0,0,CODED,CODED,,,
ENG POSITION CODE #2,2,1,456,1,1,CODED,CODED,,,
COWL TAI CONFIG CODE #1,12,11,456,4,0,CODED,CODED,,,
WING TAI CONFIG CODE #1,10,8,456,4,0,CODED,CODED,,,
ECS CONFIG CODE #1,7,4,456,4,0,CODED,CODED,,,
N1 SET SELECT,4,2,350,2,0,CODED,CODED,,,
COWL TAI CONFIG CODE #2,12,11,496,4,0,CODED,CODED,,,
WING TAI CONFIG CODE #2,10,8,496,4,0,CODED,CODED,,,
ECS CONFIG CODE #2,7,4,496,4,0,CODED,CODED,,,
REF SPEED SELECT,4,2,350,1,0,CODED,CODED,,,
ALTITUDE SELECT,5,4,92,0,0,CODED,CODED,,,
ALTITUDE SELECT,5,4,348,0,0,CODED,CODED,,,
SENSITIVITY LEVEL CONTROL,5,3,253,0,0,CODED,CODED,,,
SENSITIVITY LEVEL CONTROL,5,3,509,0,0,CODED,CODED,,,
DOWN ADVISORY,3,1,235,0,0,CODED,CODED,,,
DOWN ADVISORY,3,1,491,0,0,CODED,CODED,,,
UP ADVISORY,6,4,235,0,0,CODED,CODED,,,
UP ADVISORY,6,4,491,0,0,CODED,CODED,,,
VERTICAL CONTROL,9,7,235,0,0,CODED,CODED,,,
VERTICAL CONTROL,9,7,491,0,0,CODED,CODED,,,
COMBINED CONTROL,12,10,235,0,0,CODED,CODED,,,
COMBINED CONTROL,12,10,491,0,0,CODED,CODED,,,
ADV ALT RATE,12,6,92,0,0,CODED,CODED,,,
ADV ALT RATE,12,6,348,0,0,CODED,CODED,,,
RI FIELD,12,9,253,0,0,CODED,CODED,,,
RI FIELD,12,9,509,0,0,CODED,CODED,,,
TCAS SENSITIVITY LEVEL,8,6,253,0,0,CODED,CODED,,,
TCAS SENSITIVITY LEVEL,8,6,509,0,0,CODED,CODED,,,
AIRPLANE TYPE - SMYDC,8,6,456,1,8,CODED,CODED,,,
RADIO HEIGHT SSM - LT LRRA,2,1,123,0,0,CODED,CODED,,,
RADIO HEIGHT SSM - RT LRRA,2,1,379,0,0,CODED,CODED,,,
DME DISPLAY BIT - L,2,2,187,0,0,CODED,CODED,,,
DME MODE BIT 13 - L,2,2,186,0,0,CODED,CODED,,,
DME MODE BIT 12 - L,1,1,186,0,0,CODED,CODED,,,
DME MODE BIT 11 - L,1,1,187,0,0,CODED,CODED,,,
XX   MODE S ADDRESS PART 1 LSD,12,9,456,1,5,CODED,CODED,,,
XX   MODE S ADDRESS PART 1 MSD,12,1,456,1,4,CODED,CODED,,,
XX   MODE S ADDRESS PART 2,8,1,456,1,5,CODED,CODED,,,
SPARE SHUNT DISCRETE #B18,2,2,114,1,0,CODED,CODED,,,
SPARE SERIES DISCRETE #B53,1,1,257,3,0,CODED,CODED,,,
SPARE SERIES DISCRETE #B54,1,1,257,2,0,CODED,CODED,,,
SPARE SERIES DISCRETE #B55,1,1,256,3,0,CODED,CODED,,,
SPARE SERIES DISCRETE #B56,1,1,256,4,0,CODED,CODED,,,
SPARE SERIES DISCRETE #B57,2,2,313,1,0,CODED,CODED,,,
SPARE SERIES DISCRETE #B58,1,1,370,1,0,CODED,CODED,,,
SPARE SERIES DISCRETE #B59,1,1,372,1,0,CODED,CODED,,,
SPARE SERIES DISCRETE #B63,2,2,313,2,0,CODED,CODED,,,
SPARE SERIES DISCRETE #B63,2,2,313,4,0,CODED,CODED,,,
SPARE SERIES DISCRETE #B64,1,1,435,2,0,CODED,CODED,,,
SPARE SERIES DISCRETE #B64,1,1,435,4,0,CODED,CODED,,,
SPARE SERIES DISCRETE #B66,1,1,61,1,0,CODED,CODED,,,
SPARE SERIES DISCRETE #B67,1,1,61,2,0,CODED,CODED,,,
SPARE SERIES DISCRETE #B67,1,1,61,4,0,CODED,CODED,,,
SPARE SERIES DISCRETE #B68,1,1,286,0,0,CODED,CODED,,,
SPARE SERIES DISCRETE #B69,1,1,499,3,0,CODED,CODED,,,
A/C TYPE LSB,6,6,257,4,1,CODED,CODED,,,
A/C TYPE LSB+1,7,7,257,4,1,CODED,CODED,,,
A/C TYPE LSB+2,8,8,257,4,1,CODED,CODED,,,
A/C TYPE LSB+3,9,9,257,4,1,CODED,CODED,,,
A/C TYPE LSB+4,10,10,257,4,1,CODED,CODED,,,
A/C TYPE LSB+5,11,11,257,4,1,CODED,CODED,,,
FLEET IDENT LSB,1,1,499,1,15,CODED,CODED,,,
FLEET IDENT LSB + 1,2,2,499,1,15,CODED,CODED,,,
FLEET IDENT LSB + 2,3,3,499,1,15,CODED,CODED,,,
FLEET IDENT MSB,4,4,499,1,15,CODED,CODED,,,
A/C NUMBER LSB,1,1,499,1,16,CODED,CODED,,,
A/C NUMBER LSB + 1,2,2,499,1,16,CODED,CODED,,,
A/C NUMBER LSB + 2,3,3,499,1,16,CODED,CODED,,,
A/C NUMBER LSB + 3,4,4,499,1,16,CODED,CODED,,,
A/C NUMBER LSB + 4,5,5,499,1,16,CODED,CODED,,,
A/C NUMBER LSB + 5,6,6,499,1,16,CODED,CODED,,,
A/C NUMBER LSB + 6,7,7,499,1,16,CODED,CODED,,,
A/C NUMBER MSB,8,8,499,1,16,CODED,CODED,,,
SPARE SHUNT DISCRETE #B116,2,2,116,2,0,CODED,CODED,,,
SPARE SHUNT DISCRETE #B117,2,2,372,2,0,CODED,CODED,,,
SPARE SHUNT DISCRETE #B118,2,2,116,1,0,CODED,CODED,,,
CUSTOMER UNIQUE FRAME,2,2,317,3,0,CODED,CODED,,,
A/C TYPE MSB,12,12,257,4,1,CODED,CODED,,,
MOTOR PWR APP FROM ASM 2,2,2,153,0,0,YES,NO,,,
MOTOR PWR APP FROM ASM 1,1,1,153,0,0,YES,NO,,,
A/T DISENGAGE (ATENCO),12,12,158,0,0,ENGAGE ENABLE,ENGAGE DISABLE,,,
A/T DISENGAGE (ATENCO),12,12,414,0,0,ENGAGE ENABLE,ENGAGE DISABLE,,,
A/T DISCONNECT SWITCH,11,11,158,0,0,DISCONNECT,NOT DISCONNECT,,,
A/T DISCONNECT SWITCH,11,11,414,0,0,DISCONNECT,NOT DISCONNECT,,,
ARM,1,1,200,0,0,ARM,NOT ARM,,,
GA,2,2,193,0,0,GA,NOT GA,,,
MCP SPEED - A/T,1,1,131,0,0,MCP SPD,NOT MCP SPD,,,
A/T LIMIT,1,1,193,0,0,THR LIMIT,NOT THR LIMT,,,
FMC SPD,1,1,323,0,0,FMC SPD,NOT FMC SPD,,,
N1 - A/T MODE,1,1,195,0,0,N1,NOT N1,,,
RETARD,2,2,461,0,0,RETARD,NOT RETARD,,,
NOISE ABATEMENT MODE,1,1,461,0,0,NOISE ABATEMENT,NOT,,,
A/T ENGAGED,10,10,158,0,0,ENGAGED,NOT ENGA,,,
A/T ENGAGED,10,10,414,0,0,ENGAGED,NOT ENGA,,,
MIN SPEED,2,2,323,0,0,MIN SPEED,NOT MIN SPD,,,
ENGINE-OUT ENGAGED - LABEL 103,1,1,460,2,0,ENGAGED,NOT ENGAGED,,,
ENGINE-OUT ENGAGED - LABEL 106,1,1,460,4,0,ENGAGED,NOT ENGAGED,,,
TAKEOFF BUMP,1,1,364,0,0,BUMP,NORMAL,,,
PMC-R ON,1,1,460,3,0,ON,OFF,,,
PMC-L ON,1,1,460,1,0,ON,OFF,,,
FMC VALID,1,1,238,0,0,FMC VALID,NOT,,,
ASSUMED TEMP DERATE,2,2,208,0,0,DERATE,NORMAL,,,
FIXED DERATE LVL 2,2,2,150,0,0,DERATE,NORMAL,,,
FIXED DERATE LVL 1,1,1,150,0,0,DERATE,NORMAL,,,
ENG CLIMB OUT GRAD (RESERVED),1,1,112,0,0,OPTIONAL,STANDARD,,,
CUTBACK ENGAGED,2,2,368,0,0,ACTIVE,NOT ACTIVE,,,
CUTBACK ARMED,2,2,112,0,0,ON,OFF,,,
REDUCED (DERATE),1,1,496,4,0,ENABLED,DISABLED,,,
AVM ALERT ENGINE 2,1,1,320,0,0,ALERT,NORMAL,,,
AVM ALERT ENGINE 1,1,1,64,0,0,ALERT,NORMAL,,,
AVM SYSTEM FAULT,2,2,435,0,0,FAULT,NORMAL,,,
RAAS SSM,2,1,384,0,0,TRUE,FALSE,,,
TERRAIN AHEAD,2,2,85,0,0,TRUE,FALSE,,,
TERRAIN AHEAD,2,2,341,0,0,TRUE,FALSE,,,
CAUTION WINDSHEAR,2,2,3,0,0,TRUE,FALSE,,,
CAUTION WINDSHEAR,2,2,259,0,0,TRUE,FALSE,,,
WINDSHEAR,1,1,3,0,0,TRUE,FALSE,,,
WINDSHEAR,1,1,259,0,0,TRUE,FALSE,,,
TERRAIN AHEAD PULL UP,1,1,85,0,0,TRUE,FALSE,,,
TERRAIN AHEAD PULL UP,1,1,341,0,0,TRUE,FALSE,,,
CAUTION TERRAIN,2,2,149,0,0,TRUE,FALSE,,,
CAUTION TERRAIN,2,2,405,0,0,TRUE,FALSE,,,
TERRAIN PULL UP,2,2,9,0,0,TRUE,FALSE,,,
TERRAIN PULL UP,2,2,265,0,0,TRUE,FALSE,,,
MINIMUMS,2,2,73,0,0,TRUE,FALSE,,,
MINIMUMS,2,2,329,0,0,TRUE,FALSE,,,
GLIDESLOPE,2,2,201,0,0,TRUE,FALSE,,,
GLIDESLOPE,2,2,457,0,0,TRUE,FALSE,,,
TOO LOW TERRAIN,2,2,11,0,0,TRUE,FALSE,,,
TOO LOW TERRAIN,2,2,267,0,0,TRUE,FALSE,,,
TOO LOW FLAP,2,2,75,0,0,TRUE,FALSE,,,
TOO LOW FLAP,2,2,331,0,0,TRUE,FALSE,,,
TOO LOW GEAR,1,1,75,0,0,TRUE,FALSE,,,
TOO LOW GEAR,1,1,331,0,0,TRUE,FALSE,,,
DON'T SINK,1,1,201,0,0,TRUE,FALSE,,,
DON'T SINK,1,1,457,0,0,TRUE,FALSE,,,
TERRAIN,1,1,11,0,0,TRUE,FALSE,,,
TERRAIN,1,1,267,0,0,TRUE,FALSE,,,
PULL UP,1,1,9,0,0,TRUE,FALSE,,,
PULL UP,1,1,265,0,0,TRUE,FALSE,,,
SINK RATE,1,1,73,0,0,TRUE,FALSE,,,
SINK RATE,1,1,329,0,0,TRUE,FALSE,,,
TERRAIN DISP SEL F/O,2,2,139,0,0,TRUE,FALSE,,,
TERRAIN DISP SEL F/O,2,2,395,0,0,TRUE,FALSE,,,
TERRAIN DISP SEL CAPT,1,1,139,0,0,TRUE,FALSE,,,
TERRAIN DISP SEL CAPT,1,1,395,0,0,TRUE,FALSE,,,
TERRAIN AWARE NOT AVAIL,2,2,13,0,0,TRUE,FALSE,,,
TERRAIN AWARE NOT AVAIL,2,2,269,0,0,TRUE,FALSE,,,
TERRAIN AWARENESS INOP,1,1,13,0,0,TRUE,FALSE,,,
TERRAIN AWARENESS INOP,1,1,269,0,0,TRUE,FALSE,,,
TERRAIN CAUTION,2,2,141,0,0,TRUE,FALSE,,,
TERRAIN CAUTION,2,2,397,0,0,TRUE,FALSE,,,
TERRAIN WARNING,1,1,141,0,0,TRUE,FALSE,,,
TERRAIN WARNING,1,1,397,0,0,TRUE,FALSE,,,
WINDSHEAR CAUTION,2,2,173,0,0,TRUE,FALSE,,,
WINDSHEAR CAUTION,2,2,429,0,0,TRUE,FALSE,,,
WINDSHEAR INOP,1,1,173,0,0,TRUE,FALSE,,,
WINDSHEAR INOP,1,1,429,0,0,TRUE,FALSE,,,
WINDSHEAR WARNING,1,1,70,0,0,TRUE,FALSE,,,
WINDSHEAR WARNING,1,1,326,0,0,TRUE,FALSE,,,
GPWS INOP,2,2,46,0,0,TRUE,FALSE,,,
GPWS INOP,2,2,302,0,0,TRUE,FALSE,,,
GPWS WARNING,1,1,46,0,0,TRUE,FALSE,,,
GPWS WARNING,1,1,302,0,0,TRUE,FALSE,,,
GPWS ALERT,2,2,174,0,0,TRUE,FALSE,,,
GPWS ALERT,2,2,430,0,0,TRUE,FALSE,,,
GLIDESLOPE CANCEL,1,1,174,0,0,TRUE,FALSE,,,
GLIDESLOPE CANCEL,1,1,430,0,0,TRUE,FALSE,,,
GPWC FAILURE,2,2,346,0,0,TRUE,FALSE,,,
RUNWAY POS DISPLAYED,3,3,384,0,0,TRUE,FALSE,,,
SHORT RUNWAY,2,2,387,0,0,TRUE,FALSE,,,
RUNWAY OVRD DISPLAYED,1,1,134,0,0,TRUE,FALSE,,,
RUNWAY SYS DISPLAYED,1,1,390,0,0,TRUE,FALSE,,,
ON TAXIWAY,1,1,387,0,0,TRUE,FALSE,,,
CAUTION OBSTACLE OR AHEAD,1,1,149,0,0,TRUE,FALSE,,,
CAUTION OBSTACLE OR AHEAD,1,1,405,0,0,TRUE,FALSE,,,
OBSTACLE WARNING,2,2,213,0,0,TRUE,FALSE,,,
OBSTACLE WARNING,2,2,469,0,0,TRUE,FALSE,,,
TERRAIN OVERRIDE,1,1,213,0,0,OVERRIDE,NORMAL,,,
TERRAIN OVERRIDE,1,1,469,0,0,OVERRIDE,NORMAL,,,
VMO/MMO ALTERNATE #4,4,4,94,1,0,YES,NO,,,
VMO/MMO ALTERNATE #3,3,3,94,1,0,YES,NO,,,
VMO/MMO ALTERNATE #2,2,2,94,1,0,YES,NO,,,
VMO/MMO ALTERNATE #1,1,1,94,1,0,YES,NO,,,
AOA FAIL,2,2,69,1,0,FAIL,NOT FAIL,,,
OVERSPEED WARNING OUTPUT,1,1,172,0,0,ON,OFF,,,
OVERSPEED WARNING OUTPUT,1,1,428,0,0,ON,OFF,,,
PRIMARY AOA HEAT,2,2,69,4,0,ON,OFF,,,
TAT  HEAT,3,3,238,2,0,ON,OFF,,,
RT STATIC HEAT,2,2,325,1,0,ON,OFF,,,
LT PITOT HEAT,1,1,325,0,0,ON,OFF,,,
ADR FAULT,1,1,300,0,0,FAIL,GOOD,,,
GROUND EFFECT INOP,1,1,346,0,0,INOP,NORMAL,,,
ADR AIR/GND LOGIC INVALID,1,1,62,0,0,FAIL,PASS,,,
IR TO ADR DATA INVALID,1,1,305,0,0,FAIL,PASS,,,
BARO 2 DATA INVALID,3,3,494,3,0,FAIL,PASS,,,
BARO 1 DATA INVALID,3,3,238,3,0,FAIL,PASS,,,
STATIC ADM DATA INVALID,2,2,325,3,0,FAIL,PASS,,,
PITOT ADM DATA INVALID,1,1,69,0,0,FAIL,PASS,,,
NO IR TO ADR DATA,1,1,317,2,0,FAIL,PASS,,,
NO BARO 2 DATA,3,3,494,1,0,FAIL,PASS,,,
NO BARO 1 DATA,3,3,238,1,0,FAIL,PASS,,,
NO STATIC ADM DATA,2,2,325,2,0,FAIL,PASS,,,
NO PITOT ADM DATA,2,2,325,4,0,FAIL,PASS,,,
BARO 3 SIGNAL FAIL,1,1,435,1,0,FAIL,PASS,,,
AOA SIGNAL FAIL,2,2,69,3,0,FAIL,PASS,,,
TAT PROBE SIGNAL FAIL,3,3,494,2,0,FAIL,PASS,,,
TEST/TUNE INHIBIT LOC - L,1,1,309,1,0,INHIBIT,NOT INHIBIT,,,
TEST/TUNE INHIBIT LOC - L,1,1,309,3,0,INHIBIT,NOT INHIBIT,,,
TEST/TUNE INHIBIT G/S - L,2,2,309,1,0,INHIBIT,NOT INHIBIT,,,
TEST/TUNE INHIBIT G/S - L,2,2,309,3,0,INHIBIT,NOT INHIBIT,,,
MLS DIRECT ANT SEL CMD ACK - L,3,3,225,2,0,CMD ACK,NOT ACK,,,
GNSS OUTPUT CORRECTION - L(RESERVED),1,1,220,0,0,CORRECTED,UNCORRECTED,,,
SELECTED LANDING MODE STATUS - L,1,1,45,1,0,SELECT MODE NOT FAIL,MODE FAIL,,,
SELECTED LANDING MODE STATUS - L,1,1,45,3,0,SELECT MODE NOT FAIL,MODE FAIL,,,
STBY MODE - L,2,2,220,0,0,STANDBY,ACTIVE,,,
LOCALIZER RECEIVER FAIL - L,2,2,312,2,0,FAILURE,OK,,,
G/S RECEIVER FAILURE - L,2,2,312,1,0,FAILURE,OK,,,
TUNING INPUT BUS ACTIVITY - L,2,2,45,1,0,INACTIVE,OK,,,
TUNING INPUT BUS ACTIVITY - L,2,2,45,3,0,INACTIVE,OK,,,
